ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
1284,300000,2,1,2,48,-1,0,-1,-1,-1,-1,269701,310337,244698,258779,272931,315192,47205,108196,63428,12738,85791,47908,1
1285,80000,1,3,2,36,2,2,2,3,1,2,37066,39105,40278,38106,48153,42894,8315,8485,7230,10598,9808,13787,0
1286,20000,2,3,1,45,2,2,1,2,2,2,5857,4991,5299,4844,5619,5962,1102,1186,1317,1397,1411,1948,0
1287,500000,2,1,2,46,1,2,1,2,2,1,226123,231292,225343,224392,189801,230613,23961,44013,6971,61955,26096,60726,1
1288,50000,1,2,1,60,-1,0,-1,0,0,-1,10913,9032,12404,11128,10156,10561,1408,3059,2035,2919,1885,3496,1
1289,20000,2,1,2,45,0,0,0,0,0,-1,15403,13786,13719,17937,18348,17825,5283,932,680,1766,5199,3024,1
1290,200000,2,2,2,22,-1,-1,-1,0,-1,-1,27214,36619,35691,37854,37164,36459,4065,1546,6156,5962,11486,3068,0
1291,50000,1,3,1,53,1,0,0,0,0,0,36042,37326,45997,36248,44058,41527,8801,10799,10258,5341,2556,9818,1
1292,500000,2,2,1,57,1,0,0,0,0,0,50170,47860,51939,35431,50642,35421,10392,1021,14694,3526,1300,8345,1
1293,120000,2,3,1,35,1,2,1,1,2,1,41343,35064,37429,42493,37975,41868,12966,7199,7544,7744,5441,7625,1
1294,20000,2,1,1,26,-1,-1,-1,-1,0,-1,2919,3376,3734,3633,3418,2891,788,69,542,908,509,306,0
1295,500000,2,2,1,27,0,-1,0,-1,0,0,303634,322619,389152,349232,377814,413196,14153,43527,41745,62156,103974,93396,1
1296,120000,1,2,3,60,3,3,3,3,3,3,58742,64174,64845,73528,52840,55872,8065,15067,21785,25115,1206,4450,1
1297,50000,2,2,1,42,0,0,0,0,0,-1,42901,53585,40870,40926,40548,45009,10936,10750,3491,10390,11033,12088,0
1298,200000,2,4,2,45,-1,-1,-1,-1,-1,0,80773,91142,64970,81573,86479,93385,5916,18661,2208,13548,17035,29812,0
1299,120000,1,1,1,66,1,2,1,2,3,2,9556,8849,8408,11676,8929,8283,1778,636,517,1790,2234,621,0
1300,20000,1,3,3,23,0,1,0,0,0,0,17912,14527,15505,15200,13517,12456,2236,1703,5413,3231,2541,3620,0
1301,300000,2,3,1,30,-1,0,0,0,-1,0,196293,204775,190533,186224,150792,151845,8120,52076,60783,30258,42363,12982,0
1302,80000,1,2,1,60,0,0,0,1,0,0,78255,56179,69108,55651,59815,80279,27315,1555,8685,5188,9823,14862,0
1303,200000,2,2,2,46,1,2,2,3,2,2,103956,76870,98513,85305,81720,107911,33961,16638,2095,16373,10960,35249,0
1304,500000,2,2,1,22,0,0,0,1,-1,0,440688,374044,307582,307944,353163,359716,117524,71304,84024,74521,81245,17012,0
1305,200000,1,2,2,54,0,1,0,0,0,1,49682,46517,35617,42886,48988,45729,4289,6210,4244,5930,8164,2269,0
1306,200000,2,3,1,27,0,0,0,0,0,0,186007,187960,222171,208438,212795,220142,64398,24524,6067,23657,25563,74051,0
1307,50000,2,2,2,57,-1,-1,-1,0,-1,-1,9319,8728,11730,12445,11359,8856,2126,2475,2002,1141,3651,641,0
1308,50000,2,4,2,58,1,0,1,0,0,1,36479,50004,45530,44453,35933,37658,12359,7303,7283,6211,9295,5003,1
1309,80000,1,2,2,59,0,-1,-1,-1,-1,0,20875,23344,21807,15909,17416,22947,710,1082,3039,1601,1479,3934,0
1310,300000,1,2,1,42,1,-1,1,0,-1,1,256379,253600,283392,270941,277198,207104,19804,85583,66770,73647,73245,4599,0
1311,120000,2,3,1,33,1,-1,1,0,1,0,87459,112343,123332,97588,110350,105598,21295,7080,32015,22520,11398,8666,0
1312,80000,1,2,1,62,1,0,0,0,0,0,80119,83318,75104,77086,79795,63735,25587,23592,15361,8840,12952,18698,1
1313,300000,2,3,1,47,0,0,1,-1,1,1,167528,159148,139613,136284,141908,153956,13068,3915,3436,47332,13019,29439,1
1314,300000,1,1,1,50,1,1,1,0,-1,1,143982,152743,110328,151199,141173,120321,17946,21422,3022,35240,8101,18046,1
1315,500000,2,4,2,27,1,0,0,-1,-1,-1,412239,416961,445412,495491,423510,375026,88259,79226,138512,33205,64242,91900,0
1316,80000,2,3,2,50,-1,0,-1,-1,-1,0,41454,42885,46798,40023,42450,39397,14504,1279,3815,11754,8624,5010,0
1317,200000,2,3,2,48,3,2,2,2,2,2,128632,145417,110224,130623,145018,153510,36517,38135,16683,35101,17358,25285,0
1318,200000,2,2,1,34,3,3,3,3,4,3,46804,58189,48020,55068,50589,45805,15200,6167,2600,10188,2263,15936,1
1319,120000,1,3,1,57,0,1,-1,0,0,0,59165,52001,66695,51930,56029,54864,14362,10326,6380,5039,5736,15115,0
1320,80000,2,2,2,27,1,0,0,-1,0,0,29519,33522,26404,29924,27257,30894,9137,9435,4757,8605,2754,6265,1
1321,20000,2,3,1,54,-1,-1,-1,-1,-1,-1,12299,15414,15255,14646,14439,12607,2303,3315,1490,894,3103,2443,1
1322,50000,2,1,1,66,-1,-1,-1,-1,-1,-1,11368,10573,13515,10677,12999,13012,693,1801,3209,1686,1470,3885,0
1323,120000,1,2,2,47,0,0,0,0,0,0,53796,57704,56040,42329,50246,48730,13672,7554,7913,12263,9855,10637,0
1324,500000,2,2,2,25,2,2,2,3,3,2,407513,356714,354820,476662,512628,451921,89036,12443,99418,135598,89818,59636,1
1325,500000,1,2,3,47,2,1,1,1,1,0,337675,299088,324258,299116,257230,289751,60837,96096,70896,68157,27754,45743,1
1326,50000,2,2,1,45,1,-1,0,0,0,0,36354,54352,48087,40786,52071,51907,4026,11704,4991,919,13778,4179,0
1327,200000,2,3,2,46,3,3,3,4,4,3,62348,61353,48739,63390,58246,60349,17381,14013,13976,8236,13996,20315,1
1328,20000,1,2,1,33,1,0,0,0,-1,0,7477,10747,9827,10832,10939,8289,2173,1777,3219,3266,2674,1949,0
1329,200000,1,3,1,50,-1,0,0,-1,0,-1,93172,112660,89803,124598,115195,115592,13060,16109,5353,32152,18786,17515,0
1330,80000,1,1,2,33,1,1,-1,0,1,-1,41162,33810,37196,34511,34272,38362,13425,1196,8963,9921,4266,5323,0
1331,120000,1,3,1,47,-1,-1,-1,-1,-1,-1,92001,90285,97899,75377,81390,98445,13065,6840,22336,3074,17494,31434,1
1332,300000,1,3,2,48,2,3,2,2,2,2,59308,52057,56554,48752,63455,66456,3291,8351,13629,16110,21352,9231,1
1333,80000,2,2,1,51,-1,0,0,0,1,1,47427,44411,51359,51297,49415,47616,3554,4430,1555,4903,8064,12837,0
1334,300000,1,3,1,58,0,-1,0,0,0,0,51244,54039,51878,61511,55087,52130,9387,1873,1519,7975,13195,15414,0
1335,120000,2,3,3,62,0,0,0,0,1,0,86780,79285,89067,85432,84222,71469,4022,15871,10446,25406,13978,22886,0
1336,500000,1,3,1,57,1,3,3,2,2,2,363252,406595,467561,423204,415170,482904,93383,70404,21730,65195,136075,69106,1
1337,200000,1,2,2,58,0,0,0,-1,0,-1,14080,11857,10525,12016,11180,14693,3975,1885,1481,2790,1200,4004,0
1338,80000,1,2,1,61,0,1,1,1,0,1,45485,36059,45069,41832,31720,32456,9157,10053,13876,8461,5432,4150,0
1339,300000,2,3,3,32,-1,-1,-1,-1,-1,-1,177625,138283,180904,124906,164947,158769,55917,30124,24777,38196,30169,52636,0
1340,80000,2,2,1,34,2,2,1,1,1,1,64611,57510,55455,59532,62950,50214,21639,1177,8298,4257,16395,1189,1
1341,120000,1,3,1,46,-1,0,1,-1,-1,0,14720,11757,15509,14872,14797,12500,2468,3191,1679,777,3818,2602,0
1342,20000,2,2,2,42,-1,1,1,-1,0,0,8764,10086,7733,9573,8907,8284,433,1807,1230,2189,2351,1559,1
1343,20000,2,3,1,53,1,1,2,1,2,2,15325,13242,12990,15682,14987,14787,1476,2523,3678,4684,3924,4578,0
1344,200000,1,1,1,21,-1,0,-1,-1,-1,-1,127450,126194,98198,122090,99714,120794,30207,39569,28889,39633,17451,11038,0
1345,50000,2,1,3,27,0,0,0,-1,-1,0,40531,34312,38028,32086,31624,31828,6238,1922,6044,4876,2255,1553,0
1346,500000,1,4,2,56,0,1,0,1,-1,-1,191923,224896,162197,176030,169310,206022,47223,48983,24485,46208,52019,61667,0
1347,300000,1,3,2,59,0,0,0,1,0,0,310560,303364,240884,239167,293108,287879,74541,34314,20323,35626,37281,39017,0
1348,200000,2,3,2,35,0,0,0,0,0,1,19422,27619,27898,22124,26173,26354,4268,886,9539,2770,1476,3352,1
1349,300000,1,4,2,35,0,0,-1,0,0,1,44389,45290,39351,36990,45880,33084,3199,7442,4825,1035,2867,1811,0
1350,200000,1,2,2,47,0,0,-1,-1,-1,-1,124214,119370,124762,104912,92095,103085,14204,13559,16602,10757,16878,33360,0
1351,20000,2,2,2,43,-1,-1,-1,-1,-1,-1,8859,8553,8772,9802,11186,10721,1281,175,1419,746,1796,2453,0
1352,80000,1,1,1,28,-1,-1,-1,0,-1,-1,42923,53695,43994,51320,54714,57121,12536,9808,2047,5575,13074,14190,1
1353,120000,2,2,1,44,1,2,2,2,2,2,34416,29674,35264,31585,29186,31067,8436,3640,4528,3641,6476,9827,0
1354,500000,2,1,2,59,0,0,1,0,0,1,114966,150811,122751,143851,142451,128653,26767,24621,40150,43650,7898,38399,0
1355,50000,2,4,2,55,0,0,0,0,1,0,45825,43931,37623,32762,45723,45350,11080,1048,1676,2854,5391,7668,1
1356,120000,2,1,2,59,0,0,0,0,0,0,31302,36051,46616,36622,37070,36241,5823,5500,4631,10633,11705,2635,0
1357,80000,2,1,1,51,1,0,0,0,0,0,53070,63588,55134,47604,62534,51173,1755,11142,5064,14451,17072,12376,0
1358,20000,2,1,1,62,0,-1,-1,-1,-1,-1,10789,12354,13066,10716,11944,15601,931,2146,1274,1854,3670,3662,0
1359,20000,1,1,2,32,0,0,0,0,0,0,2759,2655,2612,2584,2186,2786,182,681,875,669,59,99,0
1360,80000,1,1,2,23,0,0,0,-1,0,1,60090,60910,48681,67018,50080,52129,2470,21143,12356,8386,16075,16514,0
1361,20000,2,2,1,26,0,1,1,-1,0,0,20287,17883,19347,16423,14473,20350,2544,522,6259,424,4402,2658,0
1362,20000,2,2,2,67,1,1,2,0,1,1,19666,19107,16275,15944,18081,14951,5505,2879,4931,4052,3060,2414,0
1363,80000,1,2,2,51,3,2,3,2,2,3,4366,3757,3638,3697,3590,4730,253,1137,822,813,869,896,0
1364,50000,2,3,3,32,1,1,1,2,0,1,25139,31512,27378,24137,30146,29609,1427,7136,5605,4157,3308,9503,0
1365,120000,1,2,1,61,-1,-1,-1,-1,-1,-1,92696,119134,108998,127754,127112,109968,5655,41052,20491,40442,30168,8386,1
1366,20000,2,2,2,35,-1,-1,-1,-1,-1,-1,14217,11315,13098,12758,14119,14523,1550,2890,3242,3317,4004,2057,0
1367,80000,1,2,2,49,-1,-1,-1,-1,-1,-1,23219,25045,30375,27973,23775,29054,2013,6486,7642,4488,4269,5387,0
1368,120000,1,1,2,32,1,1,1,1,0,1,32083,22941,30658,31954,23555,23616,789,1034,6677,1201,690,8202,0
1369,500000,1,2,1,25,2,2,1,2,2,2,404694,365225,334978,363934,343500,380409,45020,40479,56326,112495,54064,62812,1
1370,200000,1,4,2,33,2,3,2,2,2,2,165253,181609,186750,137110,137173,175422,57636,38620,45355,47293,35561,26579,1
1371,500000,1,2,2,31,0,0,-1,-1,0,0,480235,390573,514692,500396,437728,468641,62930,75142,36906,114786,110412,153976,0
1372,80000,1,2,1,46,2,0,1,1,2,1,86447,62459,59411,80499,75256,66679,7755,16967,12001,22016,13582,15889,1
1373,120000,1,2,1,21,-1,-1,0,-1,1,1,48987,43984,37621,42907,47002,39717,8993,15302,7199,8023,16229,2938,0
1374,80000,1,3,2,32,1,1,0,1,1,1,53664,45623,44358,52334,44365,59481,5135,4026,8713,5133,2600,4640,1
1375,500000,1,2,2,47,-1,0,0,1,0,0,68913,64419,58947,70293,63015,68942,14105,10395,11115,22562,4551,16040,1
1376,500000,1,2,1,39,-1,-1,-1,0,-1,-1,66904,71070,66942,62837,77192,67842,10183,21751,17912,15530,8124,11813,0
1377,500000,1,3,1,50,0,-1,-1,-1,0,-1,53769,54249,52684,60149,66282,58478,16988,16089,14223,12091,18901,1342,0
1378,300000,1,2,1,51,2,2,1,2,2,2,330975,319553,333964,252467,296839,235974,107968,92566,43001,61876,80660,39651,1
1379,120000,1,2,2,66,-1,0,-1,0,-1,-1,24118,22205,22606,21278,23375,19027,6157,4990,3068,4019,6428,6280,0
1380,120000,1,1,3,60,0,-1,0,1,0,0,67794,63769,53940,58659,64813,53598,6181,22175,1372,2303,20109,14291,0
1381,500000,1,1,1,31,0,0,0,0,-1,1,187659,220885,273653,240849,196080,190250,33100,30506,15704,57308,32580,38875,1
1382,50000,2,4,1,53,1,0,1,0,0,0,20328,16078,17916,20327,20646,20656,2455,938,1909,441,2583,1743,1
1383,80000,2,2,1,50,2,1,2,2,1,3,43425,44390,37236,46969,39671,38583,12308,2829,10153,4354,8653,5045,1
1384,500000,2,2,2,48,-1,-1,0,-1,-1,-1,25420,25265,19325,25317,24793,20678,753,4137,5474,1809,3849,7214,0
1385,80000,2,2,2,58,-1,-1,-1,-1,-1,-1,26741,38707,35069,30053,29126,33260,6380,11056,3571,3974,5617,7898,0
1386,50000,2,1,2,27,0,1,1,1,1,1,29234,20630,25203,26139,27334,29258,3702,3495,7737,8357,1811,3252,0
1387,120000,1,3,1,38,-1,0,1,0,0,0,104299,99279,102903,82497,107969,80347,18641,22015,14816,3819,16282,21174,1
1388,80000,2,1,1,59,-1,-1,-1,0,0,-1,56497,60599,65512,56629,63015,50944,7151,8371,18563,7811,11088,2554,0
1389,500000,2,3,1,62,-1,-1,-1,-1,0,-1,396970,359430,462080,463544,418535,468278,55726,91976,80430,125460,20447,66632,0
1390,500000,2,2,2,22,-1,0,-1,1,0,0,187626,229693,232341,176966,211658,204525,45506,16201,59283,53942,73695,19555,0
1391,80000,2,2,2,43,0,0,0,0,1,1,13221,13063,15742,16657,14912,14892,2862,2503,2165,4379,484,4701,0
1392,120000,2,1,2,33,-1,0,-1,0,-1,0,43960,59306,55169,49863,56116,41607,4420,4809,2388,16879,18150,10925,0
1393,500000,2,3,1,28,-1,-1,-1,-1,-1,-1,478321,495560,414428,518572,485153,556558,16454,86542,43032,129462,22542,102504,0
1394,300000,2,1,2,23,1,1,1,0,2,2,73616,64572,74496,74108,75230,77374,22267,10464,18626,19696,22837,11960,1
1395,50000,1,1,1,46,1,1,0,0,1,0,10224,11611,10313,11582,11379,12015,1865,2548,3330,1844,2286,3644,0
1396,200000,2,3,2,52,1,2,1,3,3,2,206013,164410,193636,196960,165395,225878,46184,30933,44020,23571,14023,19084,1
1397,200000,1,2,2,45,0,-1,0,-1,-1,0,185464,208500,183266,162682,203296,209403,33606,71305,50169,28049,19585,9354,0
1398,200000,2,2,2,38,0,0,0,0,-1,0,31316,42098,39283,43845,32204,30447,7022,13349,968,11987,4380,9167,0
1399,20000,2,1,2,57,3,4,3,3,2,3,17896,16160,15012,16691,17097,17014,4060,1891,4065,3915,4821,5149,1
1400,80000,1,3,1,51,0,1,2,1,1,1,35493,33239,37433,36181,34964,37519,886,1993,11069,9939,2397,3759,0
1401,300000,2,2,2,63,0,1,-1,0,1,1,164895,151360,148723,166219,176340,130631,32315,6261,23226,37748,17622,11030,0
1402,50000,1,1,1,37,1,-1,0,0,0,0,30689,26480,30395,23682,21875,23782,5698,2259,5561,6202,5437,6136,1
1403,80000,2,2,2,32,0,0,0,0,-1,0,86414,83241,74111,86463,76831,67723,4460,7766,2763,6170,17103,4558,0
1404,80000,2,1,1,42,0,0,0,0,0,0,17993,18668,19355,17089,15360,20729,4788,5848,1502,2167,2440,4669,0
1405,50000,2,2,1,44,1,0,0,-1,0,0,40100,37822,41183,44197,45203,44043,3923,12299,1591,9068,1807,11072,0
1406,50000,2,1,1,42,-1,-1,-1,-1,-1,-1,2804,2714,2347,2238,2091,2658,106,260,613,56,427,598,0
1407,80000,1,1,1,60,2,2,2,1,2,2,58621,57537,58289,57929,51595,57369,16709,15556,16551,18598,4934,9229,1
1408,500000,1,2,2,23,0,0,0,0,-1,0,292790,362361,393437,390631,282925,349582,89445,107187,21977,38684,62807,101147,1
1409,20000,1,3,2,45,0,0,0,-1,0,0,16162,13981,16986,18342,17215,17569,1606,2021,5505,902,1903,5743,0
1410,50000,1,1,1,41,-1,-1,-1,-1,-1,-1,53588,46177,55137,51923,42673,41674,13230,14205,16378,12420,14658,10538,1
1411,20000,2,1,3,30,1,1,2,1,1,0,17253,14972,14994,16641,15965,13850,373,5184,3151,1396,3430,2191,0
1412,120000,1,3,3,51,1,0,2,1,1,1,76330,101193,104676,90529,77962,93108,19691,34342,35886,18598,16257,32455,1
1413,50000,1,3,1,58,-1,-1,0,-1,-1,-1,14030,16176,16568,12129,13546,16187,2432,4283,5156,1239,4011,2724,0
1414,300000,2,2,1,46,0,0,0,0,0,1,301994,343708,331273,306985,253480,340076,85017,49029,30964,22950,88146,19849,1
1415,200000,2,1,2,24,0,0,1,0,-1,0,89335,88281,112181,101421,100929,117762,13373,8378,37561,26627,27970,9450,1
1416,300000,1,2,2,24,1,2,1,1,1,1,143260,146947,145967,110392,107115,147686,19462,51085,24256,16356,23135,19911,1
1417,200000,2,1,1,40,-1,-1,-1,0,-1,-1,104359,120971,105880,113395,126141,94097,31042,13444,7528,23763,38468,7195,0
1418,120000,2,1,2,52,2,1,2,2,2,2,46651,43991,51827,43635,49063,45294,1527,7243,4458,3984,3915,12539,0
1419,500000,1,2,1,35,1,-1,1,0,0,0,287493,250963,297436,319448,323488,300869,23506,26893,73105,64623,88052,7417,1
1420,120000,2,2,1,35,-1,-1,-1,-1,-1,-1,52141,38431,48630,45132,41739,48372,8134,7060,16820,7176,10199,7446,0
1421,500000,1,2,2,61,-1,-1,-1,-1,-1,0,157467,143183,127722,157953,123792,138062,34137,8079,21321,5829,25485,42772,0
1422,500000,1,2,2,21,-1,-1,-1,-1,-1,-1,527008,453790,513382,418298,533334,387421,11429,130232,107365,108677,163215,22800,1
1423,200000,2,2,2,24,-1,0,0,1,0,0,218373,164503,187740,162716,206705,186000,45814,30710,22355,32914,52541,39080,0
1424,200000,1,2,1,28,0,0,0,0,0,0,123143,105457,98153,106411,110254,117503,17843,16708,29347,34692,28282,38560,1
1425,50000,1,3,1,67,1,1,1,1,0,1,48332,54028,41648,47719,53384,43453,11014,7555,2415,13677,17094,1895,1
1426,300000,2,3,1,44,-1,-1,-1,-1,-1,-1,111681,152116,120141,115122,115868,140355,35659,32146,25486,23999,29060,19005,0
1427,200000,1,2,1,28,3,2,3,4,3,3,93321,91709,87993,87110,97787,75645,15443,25436,18782,2980,10198,2453,1
1428,500000,2,2,1,35,0,-1,-1,-1,-1,-1,487854,534553,439025,538315,454752,473449,99039,169905,8945,144340,36651,116053,1
1429,50000,1,2,2,66,0,0,0,-1,0,-1,31086,34007,26550,35784,37461,35271,5369,10123,8771,7199,7093,5564,1
1430,300000,2,1,2,53,2,2,3,3,2,1,277679,264757,217412,206197,255330,205979,16414,44219,74253,60943,24900,68511,1
1431,120000,2,3,2,31,1,0,1,2,1,1,49507,51168,50092,47384,48390,57992,13947,15105,8729,9981,12140,14389,1
1432,50000,2,1,1,32,0,0,0,0,0,0,25324,24844,19460,22275,22378,23311,7903,4830,5049,460,6670,5096,0
1433,50000,2,2,1,24,-1,0,-1,0,1,1,6425,7177,5666,6636,7353,5732,1849,1655,1700,1917,855,1836,0
1434,120000,1,2,2,57,0,-1,-1,-1,-1,0,95240,125626,126492,139308,95261,135379,31687,30477,7401,39530,30621,8500,0
1435,80000,2,1,1,27,-1,-1,0,0,0,-1,24087,20472,23126,17724,20433,23415,4201,3109,1108,935,5444,6521,0
1436,20000,1,1,2,34,1,1,0,0,-1,0,11479,9482,12296,10582,10890,10477,2700,1710,3042,2599,3768,2732,0
1437,80000,2,2,1,37,-1,-1,0,-1,-1,-1,13027,11463,10442,14727,11535,10267,984,2849,2136,2851,987,2486,0
1438,200000,2,4,2,50,-1,1,1,0,-1,1,139397,113687,123250,112543,123580,130122,47722,13826,30097,24159,21294,30001,0
1439,80000,1,2,2,49,0,1,0,0,0,0,29818,27511,27913,39948,36939,31310,6308,7331,5827,12523,8544,1911,0
1440,500000,2,2,2,58,3,2,2,1,2,2,346622,377916,409047,385392,456477,354129,36862,51719,106233,39447,124053,102213,1
1441,300000,1,1,2,34,1,2,2,2,2,2,134488,135383,133641,180102,168188,175210,38433,28865,9504,4384,53977,40228,1
1442,120000,2,2,2,39,0,1,1,0,2,2,17409,23280,17823,19600,23827,23613,3717,6900,1624,1740,7484,6483,0
1443,500000,2,1,1,39,-1,1,0,0,0,0,25274,28666,27984,30733,22730,23220,8426,792,2748,9895,2225,7177,0
1444,120000,1,2,2,23,-1,-1,-1,0,-1,0,30273,33882,28104,34655,26540,32666,8297,3364,4425,3110,4230,6500,0
1445,20000,2,3,2,55,-1,-1,-1,-1,-1,-1,12630,14489,15081,12842,12374,15540,3908,2972,4081,3115,3180,5217,0
1446,20000,2,2,3,46,0,-1,0,0,0,0,17211,14966,17767,18487,16390,17947,3448,823,5229,5187,1043,1005,1
1447,500000,1,2,2,43,-1,1,-1,1,-1,0,168520,170527,211378,150458,195577,211843,32138,14980,32219,43385,65829,4519,0
1448,500000,2,1,1,67,0,-1,0,-1,0,-1,252253,319489,267800,254816,246267,265850,68087,85367,58561,5973,65628,34263,0
1449,300000,1,1,2,29,0,-1,0,1,0,-1,97198,69962,75138,84154,80732,85051,5312,1995,8821,1944,23696,7778,1
1450,20000,2,2,2,66,-1,0,0,-1,0,0,21333,19237,18100,18559,19138,16232,807,4257,3203,6428,6113,3290,1
1451,80000,1,3,1,52,0,0,1,0,0,0,87515,69282,64425,73626,82162,71103,30159,2166,21292,14287,6468,7998,0
1452,20000,2,1,1,31,0,1,0,0,0,0,12629,14466,12552,13957,16163,15450,4071,842,1366,572,2574,3817,1
1453,20000,2,2,1,52,0,0,-1,0,0,0,2822,2072,2536,2246,2695,2076,946,308,710,64,633,689,0
1454,50000,1,2,2,56,1,0,1,0,0,0,20236,23029,20604,20805,27744,20883,821,7792,698,5982,8084,5718,0
1455,200000,1,1,1,38,2,2,3,2,2,1,204944,169776,160113,169925,216486,171633,22312,33977,21443,54144,57053,27235,1
1456,20000,2,1,1,37,0,0,0,0,0,0,6123,6051,5670,4785,6153,4486,1944,744,1346,923,369,1548,0
1457,500000,2,2,1,60,1,1,1,0,0,1,328028,289100,388110,388816,406795,328639,16246,45023,107149,55470,94812,90208,1
1458,120000,2,2,2,28,1,0,0,1,1,2,133149,102305,97646,103994,130005,95667,22498,21248,21035,26183,15215,27512,1
1459,50000,1,2,1,21,-1,-1,-1,-1,0,0,42681,31751,40404,45822,33018,33949,5660,7125,12397,1254,5089,2972,0
1460,120000,1,3,1,52,0,0,0,0,0,0,69558,90472,90203,67871,76457,80673,21587,9807,26236,21490,26614,19900,0
1461,300000,2,3,2,63,0,1,0,-1,0,0,133602,168456,144688,158923,151879,169087,25513,14336,32377,16609,10909,7323,1
1462,80000,2,3,1,44,0,0,-1,0,-1,1,84481,79327,81944,65043,62927,88372,9784,14552,11052,5398,3426,8629,0
1463,20000,2,4,3,27,-1,-1,-1,-1,-1,-1,8331,8537,7328,6836,8691,9898,1608,1987,1026,837,1347,251,0
1464,20000,2,3,2,46,2,2,2,2,3,1,15109,20907,21374,19139,16130,20950,862,6051,4766,785,4922,5294,0
1465,300000,2,3,1,32,2,2,2,2,2,2,115748,118008,110097,128662,142090,148101,30244,25445,26055,19113,10447,3985,1
1466,20000,1,3,2,59,-1,0,-1,-1,-1,-1,18322,17246,14170,14481,17398,13997,4105,4285,2128,3705,806,2354,0
1467,200000,1,3,1,49,-1,-1,-1,-1,-1,-1,166004,207755,220285,178197,177167,161205,36227,37336,33302,32860,28031,37742,0
1468,80000,2,3,1,36,-1,-1,-1,-1,-1,0,54466,37382,49033,50999,54158,54150,8959,7738,3841,12261,12383,6533,0
1469,300000,2,4,1,50,2,1,1,0,1,1,110037,87527,90776,98488,113538,121466,12885,20104,1824,8917,8066,17151,0
1470,20000,1,2,1,52,0,0,0,0,1,0,1708,1891,2072,1549,2082,1859,71,185,356,234,594,569,0
1471,500000,1,2,1,52,0,-1,-1,-1,-1,-1,392200,343904,476829,374929,347540,419296,130414,112884,140272,71772,103967,133112,0
1472,200000,2,2,2,38,1,1,1,1,1,1,142725,117301,127832,132399,151196,103065,22473,15713,34892,27664,29098,31266,0
1473,120000,1,3,1,47,1,0,1,-1,0,0,34711,34258,30729,42665,28997,30623,6374,7521,10693,3477,871,8190,1
1474,50000,1,2,1,23,-1,1,0,-1,1,1,36858,38323,40124,38073,50522,45230,5307,7860,9666,10909,9615,5046,0
1475,500000,2,3,2,39,0,0,-1,0,-1,0,414540,502723,547149,431948,377328,405613,143430,151623,53178,21498,34216,18107,0
1476,80000,1,3,2,38,-1,-1,0,0,0,0,82162,71669,62077,71397,62115,71200,23230,4120,15117,3743,10386,12906,0
1477,120000,2,4,1,46,-1,0,-1,0,0,1,80588,78904,69103,88015,69205,83540,4158,24601,20274,9012,18734,27154,1
1478,80000,1,1,1,65,1,0,0,0,0,0,78728,77887,67538,66370,86181,88164,17375,5079,15637,15657,3271,8262,1
1479,50000,1,3,1,65,0,0,0,0,1,0,39778,42737,37300,49492,51363,50694,7157,2893,6675,2248,1029,4519,0
1480,80000,2,3,1,43,2,3,3,3,2,2,11410,11492,11629,12556,12295,10309,3215,3499,2606,283,787,2858,0
1481,50000,1,4,2,51,0,1,0,0,-1,0,55111,57298,47362,45578,53904,48057,19240,6007,1350,8013,1885,10349,0
1482,20000,2,3,2,26,2,1,2,1,2,3,9524,10963,9362,12692,10477,12019,2529,2432,1006,1705,1109,1843,1
1483,80000,1,2,1,43,0,0,0,0,1,0,89055,78573,63791,76569,88479,76754,27199,13592,4596,5492,13573,23385,0
1484,20000,2,2,1,53,2,1,1,0,1,1,17743,17583,12642,13472,14939,18608,3297,5772,1977,3185,4142,3949,0
1485,80000,2,1,2,53,0,0,-1,0,1,1,49477,55947,43214,48789,62176,48587,7089,15558,13599,11303,1865,15727,0
1486,500000,2,4,2,66,1,1,1,2,2,2,205632,159462,156053,166789,199090,148379,47764,20817,12799,10044,27041,20994,1
1487,50000,1,2,1,42,0,-1,-1,0,1,0,3741,2960,3828,3241,3303,3331,999,853,166,310,1079,554,0
1488,20000,1,3,1,63,0,-1,-1,-1,-1,0,6614,6427,4998,6813,5813,6246,628,607,1381,956,1221,278,1
1489,20000,1,3,1,66,-1,0,0,-1,-1,-1,12048,15357,12976,14979,15087,13442,2242,3426,3975,5193,4417,1899,1
1490,120000,2,2,2,47,-1,-1,-1,0,0,-1,121977,116220,107659,118365,123428,97357,7019,31149,21032,32388,22162,7720,0
1491,50000,1,1,1,25,3,2,3,2,3,2,2254,2478,2524,2310,2459,2077,206,624,364,303,128,64,0
1492,120000,1,1,1,38,3,3,3,3,2,2,32821,23457,31353,27520,33455,28421,10207,5552,5081,9318,2732,2967,1
1493,20000,1,3,1,56,0,2,2,2,1,1,12722,15346,16533,11440,16411,14878,862,4510,3926,1946,4433,2706,1
1494,80000,1,2,1,48,-1,-1,-1,-1,-1,-1,23393,26400,23065,28323,23616,21780,6731,5373,6788,4121,7206,2213,0
